ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
17774,Franklin Templeton Investments (Asia (HK),Central Administrations,HK,17774,Adminid
89834,FSI S.G.R. S.p.A. (IT),Central Administrations,IT,89834,Adminid
97950,FSQ Demo Cy (LU) Branch (LU),Central Administrations,LU,97950,Adminid
1521,FTIS Sàrl (LU),Central Administrations,LU,1521,Adminid
19620,Fund Solutions SCA (LU),Central Administrations,LU,19620,Adminid
107564,fundcraft Services S.à r.l. (LU),Central Administrations,LU,107564,Adminid
4692,Fundpartner Solutions (Europe) S.A. (LU),Central Administrations,LU,4692,Adminid
71821,FundPartner Solutions (Suisse) SA (CH),Central Administrations,CH,71821,Adminid
17147,FundRock LIS S.A. (LU),Central Administrations,LU,17147,Adminid
5093,FundRock Management Company S.A. (LU),Central Administrations,LU,5093,Adminid
94563,Funds-Axis Limited (GB),Central Administrations,GB,94563,Adminid
4783,Fundsight S.A (LU),Central Administrations,LU,4783,Adminid
21695,Fundsmith LLP (GB),Central Administrations,GB,21695,Adminid
72836,Fundsquare Demo Company (LU) (LU),Central Administrations,LU,72836,Adminid
60589,GAM Fund Management Limited (IE),Central Administrations,IE,60589,Adminid
17638,GAM Investment Mgt (Switzerland) SA (CH),Central Administrations,CH,17638,Adminid
101568,Ganado SARL (LU),Central Administrations,LU,101568,Adminid
17893,Gen II Fund Services (Luxembourg) (LU),Central Administrations,LU,17893,Adminid
100089,"Gen II Fund Services, LLC (US)",Central Administrations,US,100089,Adminid
15836,GEN II Luxembourg Services S.A R.L. (LU),Central Administrations,LU,15836,Adminid
5641,Generali Investments Deutschland (DE),Central Administrations,DE,5641,Adminid
2632,Gérifonds S.A. (CH),Central Administrations,CH,2632,Adminid
2754,Gestador S.A. (LU),Central Administrations,LU,2754,Adminid
84301,Gestman S.A. (LU),Central Administrations,LU,84301,Adminid
72811,Global General Partner S.A. (LU),Central Administrations,LU,72811,Adminid
80805,GlobeOp Financial Services (CYM) Ld (KY),Central Administrations,KY,80805,Adminid
80664,GlobeOp Financial Services (Ireland) (IE),Central Administrations,IE,80664,Adminid
12166,Golding Capital Partners Lux SA (LU),Central Administrations,LU,12166,Adminid
84119,GOLUB CAPITAL PARTNERS INT10 (KY),Central Administrations,KY,84119,Adminid
84118,GOLUB CAPITAL PARTNERS INT9 (KY),Central Administrations,KY,84118,Adminid
84587,"GOLUB CAPITAL PRTNRS INTLL 11, L.P. (KY)",Central Administrations,KY,84587,Adminid
17258,Grant Thornton Financial Services (LU),Central Administrations,LU,17258,Adminid
84421,GRESHAM Banque S.A. (FR),Central Administrations,FR,84421,Adminid
115187,GS & Co. LLC (US),Central Administrations,US,115187,Adminid
15982,Gudme Raaschou Invest A/S (DK),Central Administrations,DK,15982,Adminid
72019,Gutmann Kapitalanlageakt. (AT),Central Administrations,AT,72019,Adminid
2281,Handelsbanken Fonder AB (SE),Central Administrations,SE,2281,Adminid
6023,HANSAINVEST Hanseatische Ivt GmbH (DE),Central Administrations,DE,6023,Adminid
80804,Harmonic Fund Services (KY),Central Administrations,KY,80804,Adminid
101774,Harmonic Fund Services Ireland Ltd (IE),Central Administrations,IE,101774,Adminid
83191,Harmonic Fund Services Luxembourg SA (LU),Central Administrations,LU,83191,Adminid
17414,Hauck & Aufhäuser AS S.A. (LU),Central Administrations,LU,17414,Adminid
2709,Hauck & Aufhäuser Fund Services S.A. (LU),Central Administrations,LU,2709,Adminid
3100,Hauck Aufhäuser Lampe Privatbank AG (DE),Central Administrations,DE,3100,Adminid
73099,HedgeServ (Luxembourg) S.à r.l. (LU),Central Administrations,LU,73099,Adminid
71645,Hines Luxembourg Investment Mgt (LU),Central Administrations,LU,71645,Adminid
88548,HLD Associés Europe (LU),Central Administrations,LU,88548,Adminid
80321,Horseman Capital Management Limited (GB),Central Administrations,GB,80321,Adminid
87697,HOWZAT Asset Managers S.à r.l. (LU),Central Administrations,LU,87697,Adminid
115235,HSBC AM (Fund Services UK) Limited (GB),Central Administrations,GB,115235,Adminid
22799,HSBC Bank plc (GB),Central Administrations,GB,22799,Adminid
10774,"HSBC Continental Europe, Dublin (IE)",Central Administrations,IE,10774,Adminid
93379,"HSBC Continental Europe, Lux branch (LU)",Central Administrations,LU,93379,Adminid
11674,HSBC Global Asset Management (France (FR),Central Administrations,FR,11674,Adminid
