ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
18791,JTC (Luxembourg) S.A. (LU),Transfer Agents,LU,18791,Tenregid
87762,JTC Fund Services (UK) Limited (GB),Transfer Agents,GB,87762,Tenregid
72026,Julius Meinl Investment GmbH (AT),Transfer Agents,AT,72026,Tenregid
17292,Jyske Invest Fund Management A/S (DK),Transfer Agents,DK,17292,Tenregid
83238,K&L Gates LLP (DE),Transfer Agents,DE,83238,Tenregid
72397,KanAm Grund Kapitalanlag. mbH (DE),Transfer Agents,DE,72397,Tenregid
72387,KAS Investment Servicing GmbH (DE),Transfer Agents,DE,72387,Tenregid
5531,KBC Asset Management NV (BE),Transfer Agents,BE,5531,Tenregid
1906,KBC Bank S.A. (BE),Transfer Agents,BE,1906,Tenregid
84259,KBC Securities nv (BE),Transfer Agents,BE,84259,Tenregid
1907,Kempen & Co N.V. (NL),Transfer Agents,NL,1907,Tenregid
72023,KEPLER-FONDS Kapital. m.b.H. (AT),Transfer Agents,AT,72023,Tenregid
1532,Kredietrust Luxembourg S.A. (LU),Transfer Agents,LU,1532,Tenregid
83998,La Française AM Finance Services (FR),Transfer Agents,FR,83998,Tenregid
1676,Landesbank Berlin Investment GmbH (DE),Transfer Agents,DE,1676,Tenregid
71264,Langham Hall Luxembourg S.à r.l. (LU),Transfer Agents,LU,71264,Tenregid
87868,Lawaisse beursvennootschap NV (BE),Transfer Agents,BE,87868,Tenregid
67821,Lazard Asset Management (DE) GmbH (DE),Transfer Agents,DE,67821,Tenregid
3560,Lazard Frères Banque (FR),Transfer Agents,FR,3560,Tenregid
18157,LBBW Asset Management Invest. mbH (DE),Transfer Agents,DE,18157,Tenregid
1533,LBBW Luxemburg Branch (LU),Transfer Agents,LU,1533,Tenregid
80197,Legal & General Unit Trust Managers (GB),Transfer Agents,GB,80197,Tenregid
22696,Legg Mason Investment Funds Limited (GB),Transfer Agents,GB,22696,Tenregid
68230,LGT Financial Services AG (LI),Transfer Agents,LI,68230,Tenregid
111978,LGT Fund Administrators (Lux) Sàrl (LU),Transfer Agents,LU,111978,Tenregid
72247,LHI Management Luxembourg S.A. (LU),Transfer Agents,LU,72247,Tenregid
3976,Liechtensteinische Landesbank AG (LI),Transfer Agents,LI,3976,Tenregid
91425,Link Asset Services (GB),Transfer Agents,GB,91425,Tenregid
100094,Link Fund Administrators (IRL) Ld (IE),Transfer Agents,IE,100094,Tenregid
72012,LLB Invest Kapitalanlagegesell. mbH (AT),Transfer Agents,AT,72012,Tenregid
71903,LRI Depositary S.A. (LU),Transfer Agents,LU,71903,Tenregid
87606,Lupus alpha Investment GmbH (DE),Transfer Agents,DE,87606,Tenregid
54206,Lupus alpha KAG mbH (DE),Transfer Agents,DE,54206,Tenregid
15282,Luxempart (LU),Transfer Agents,LU,15282,Tenregid
87765,Maitland Institutional Services Ltd (GB),Transfer Agents,GB,87765,Tenregid
6223,Maitland Luxembourg S.A. (LU),Transfer Agents,LU,6223,Tenregid
72022,MASTERINVEST Kapitalanlage GmbH (AT),Transfer Agents,AT,72022,Tenregid
10000,MEAG MUNICH ERGO Kapitalanlag. mbH (DE),Transfer Agents,DE,10000,Tenregid
72191,Metzler Investment GmbH (DE),Transfer Agents,DE,72191,Tenregid
72410,Metzler Ireland Limited (IE),Transfer Agents,IE,72410,Tenregid
2113,Mitsubishi UFJ Investor S&B (Lux) SA (LU),Transfer Agents,LU,2113,Tenregid
1540,Mizuho Trust & Banking Luxembourg SA (LU),Transfer Agents,LU,1540,Tenregid
72398,Monega Kapitalanlageg. mbH (DE),Transfer Agents,DE,72398,Tenregid
3037,Moventum S.C.A. (LU),Transfer Agents,LU,3037,Tenregid
84391,MUFG Alternative Fd Svs (IE) Ltd (IE),Transfer Agents,IE,84391,Tenregid
25282,NATIXIS (FR),Transfer Agents,FR,25282,Tenregid
21133,navAXX S.A. (LU),Transfer Agents,LU,21133,Tenregid
80234,Neue Bank AG (LI),Transfer Agents,LI,80234,Tenregid
14899,Ninety One Guernsey Limited (GG),Transfer Agents,GG,14899,Tenregid
4556,NN Investment Partners B.V. (NL),Transfer Agents,NL,4556,Tenregid
72415,Nomura Asset Mgt Deutschland KAG mbH (DE),Transfer Agents,DE,72415,Tenregid
1542,Nomura Bank (Luxembourg) S.A. (LU),Transfer Agents,LU,1542,Tenregid
2833,Nordea Bank AB (SE),Transfer Agents,SE,2833,Tenregid
51645,Nordea Invest Fund Management A/S (DK),Transfer Agents,DK,51645,Tenregid
4740,Nordea Investment Funds S.A. (LU),Transfer Agents,LU,4740,Tenregid
87264,Nordic Equities Kapitalförvaltning (SE),Transfer Agents,SE,87264,Tenregid
68971,Northern Trust Fiduciary Services L (IE),Transfer Agents,IE,68971,Tenregid
93547,Northern Trust Global Services A Br (NL),Transfer Agents,NL,93547,Tenregid
71841,Northern Trust Global Services Ld (GB),Transfer Agents,GB,71841,Tenregid
56507,Northern Trust Global Services SE (LU),Transfer Agents,LU,56507,Tenregid
70308,Northern Trust I Fd AS (Ireland) Ld (IE),Transfer Agents,IE,70308,Tenregid
11296,Northern Trust IFAS Ltd (GG),Transfer Agents,GG,11296,Tenregid
69263,NorthernTrustSecurServices (IE) Ltd (IE),Transfer Agents,IE,69263,Tenregid
72064,Nykredit Portefølje Administration (DK),Transfer Agents,DK,72064,Tenregid
82338,Ocorian (Luxembourg) S.A. (LU),Transfer Agents,LU,82338,Tenregid
12831,Ocorian Fund Management S.à r.l. (LU),Transfer Agents,LU,12831,Tenregid
1520,ODDO BHF Asset Management Lux (LU),Transfer Agents,LU,1520,Tenregid
15946,Oddo BHF SCA (FR),Transfer Agents,FR,15946,Tenregid
5807,Oppenheim Kapital (DE),Transfer Agents,DE,5807,Tenregid
115152,Opportunity Financial Services S.A. (LU),Transfer Agents,LU,115152,Tenregid
88085,Orange Bank (FR),Transfer Agents,FR,88085,Tenregid
